Hour,Solar_Input,Load_Demand
3809,22.92,11.16
3810,16.47,14.57
3811,-2.48,11.63
3812,-0.01,13.75
3813,-0.62,14.58
3814,3.15,14.12
3815,-4.16,12.67
3816,4.14,12.33
3817,2.44,13.56
3818,4.32,14.01
3819,-0.7,11.88
3820,-3.36,10.31
3821,3.64,13.46
3822,3.81,14.02
3823,3.85,14.43
3824,14.74,14.13
3825,30.84,10.66
3826,32.7,10.2
3827,46.04,10.14
3828,50.83,10.68
3829,49.57,14.85
3830,49.71,10.53
3831,45.43,10.9
3832,42.24,13.1
3833,30.55,13.61
3834,10.85,10.39
3835,-4.4,14.99
3836,3.6,10.56
3837,2.05,12.14
3838,-4.37,10.85
3839,2.51,11.06
3840,3.24,10.51
3841,4.68,13.5
3842,1.47,12.84
3843,2.87,12.39
3844,1.1,14.66
3845,3.28,13.01
3846,0.52,12.08
3847,-4.86,11.75
3848,14.56,11.76
3849,26.79,12.42
3850,42.5,11.26
3851,43.33,12.65
3852,46.08,13.26
3853,49.21,10.55
3854,46.73,10.43
3855,49.39,14.2
3856,37.52,14.72
3857,31.37,10.07
3858,16.55,11.09
3859,3.68,12.48
3860,0.05,12.38
3861,-0.33,11.09
3862,3.78,14.72
3863,-1.09,13.91
3864,4.71,13.52
3865,-0.22,13.83
3866,-3.07,10.55
3867,-1.2,11.4
3868,-4.3,12.64
3869,0.92,12.15
3870,2.76,14.53
3871,-2.91,12.58
3872,17.9,10.94
3873,32.25,11.16
3874,42.07,10.44
3875,42.23,13.27
3876,44.45,10.24
3877,54.18,10.3
3878,49.79,14.62
3879,41.72,11.27
3880,39.45,13.92
3881,31.62,13.21
3882,14.39,12.53
3883,-0.87,11.08
3884,2.18,11.91
3885,-3.64,10.29
3886,0.3,10.85
3887,-1.63,11.26
3888,4.78,12.05
3889,3.28,14.65
3890,2.13,13.06
3891,-4.3,12.02
3892,-4.91,10.65
3893,0.41,11.65
3894,-0.35,12.0
3895,0.66,10.57
3896,18.09,11.24
3897,31.39,11.64
3898,35.29,13.24
3899,41.06,12.25
3900,45.88,14.41
3901,50.74,13.87
3902,52.11,11.57
3903,42.46,13.31
3904,39.48,10.14
3905,30.39,13.66
3906,15.17,14.02
3907,3.43,14.38
3908,-1.46,14.3
3909,-0.8,11.48
3910,-2.65,13.94
3911,2.18,10.31
3912,-0.24,13.52
3913,1.49,13.69
3914,1.75,10.92
3915,4.81,14.86
3916,4.33,13.35
3917,-2.72,10.34
3918,-2.9,12.05
3919,-0.16,11.39
3920,16.24,12.56
3921,31.26,10.06
3922,36.08,14.01
3923,46.63,13.77
3924,47.84,13.07
3925,45.38,11.63
3926,49.93,13.04
3927,41.59,13.26
3928,38.03,10.42
3929,31.45,11.82
3930,11.62,11.79
3931,-3.06,12.08
3932,-0.39,14.59
3933,-3.54,11.05
3934,-3.69,13.59
3935,-3.9,10.06
3936,1.19,10.38
3937,4.98,10.08
3938,4.55,11.29
3939,3.23,12.17
3940,2.5,11.67
3941,1.3,13.95
3942,-2.91,12.47
3943,-0.59,11.9
3944,16.32,12.04
3945,29.38,13.76
3946,41.99,12.84
3947,49.21,14.54
3948,53.11,11.82
3949,49.41,14.32
3950,48.03,12.5
3951,45.24,11.05
3952,36.7,12.13
3953,27.46,14.21
3954,19.98,12.4
3955,4.62,13.05
3956,-0.65,13.19
3957,0.45,11.36
3958,-1.62,11.78
3959,3.51,13.39
3960,-3.21,11.76
3961,-2.87,10.31
3962,0.2,10.69
3963,-0.17,10.39
3964,4.42,10.35
3965,2.24,14.28
3966,2.98,11.61
3967,-1.08,12.97
3968,15.99,13.29
3969,30.76,12.12
3970,35.09,14.27
3971,47.12,13.72
3972,52.76,14.29
3973,54.37,14.25
3974,45.82,14.5
3975,44.11,14.94
3976,41.44,10.1
3977,29.6,13.15
3978,11.75,14.65
3979,-1.53,10.76
3980,-0.25,14.36
3981,-2.5,13.98
3982,4.35,10.12
3983,3.71,11.77
3984,2.21,11.4
3985,-0.65,13.63
3986,-3.53,13.96
3987,3.98,12.33
3988,3.04,10.91
3989,-0.64,13.13
3990,1.37,14.6
3991,-2.43,12.75
3992,12.02,13.06
3993,25.97,12.03
3994,37.63,14.33
3995,40.8,10.87
3996,48.48,12.81
3997,54.16,13.34
3998,43.96,11.07
3999,46.76,12.45
4000,36.81,13.9
4001,25.21,11.32
4002,16.01,13.48
4003,-2.67,12.97
4004,3.65,13.59
4005,4.98,13.58
4006,0.28,11.64
4007,-2.45,10.72
4008,4.02,12.78
4009,-1.78,14.91
4010,1.54,10.4
4011,1.31,12.55
4012,0.51,12.63
4013,-2.34,14.8
4014,-1.22,10.31
4015,1.09,13.72
4016,15.57,14.02
4017,22.97,10.77
4018,42.36,12.65
4019,45.88,10.29
4020,51.72,14.49
4021,53.22,12.88
4022,50.11,14.93
4023,47.65,12.87
4024,38.3,11.79
4025,29.53,12.64
4026,19.09,10.96
4027,4.27,12.47
4028,1.98,14.5
4029,-2.93,13.79
4030,4.63,14.01
4031,0.11,10.69
4032,4.37,12.95
4033,1.63,14.32
4034,-3.93,10.93
4035,0.25,10.7
4036,2.36,12.59
4037,2.62,10.54
4038,-4.7,10.2
4039,2.38,10.51
4040,16.02,14.91
4041,24.74,13.48
4042,40.33,11.88
4043,47.86,13.07
4044,50.85,12.06
4045,46.63,12.33
4046,47.09,10.04
4047,42.82,11.91
4048,36.81,12.19
4049,32.41,12.67
4050,19.33,11.83
4051,4.85,10.39
4052,-1.08,11.17
4053,-4.07,11.46
4054,-2.19,11.35
4055,-1.16,10.92
4056,3.41,13.65
4057,0.89,11.1
4058,2.47,10.57
4059,-4.49,13.1
4060,-4.9,10.06
4061,4.38,10.51
4062,-3.52,13.16
4063,-3.7,10.02
4064,15.47,10.92
4065,29.58,13.83
4066,36.09,14.31
4067,43.7,12.13
4068,46.63,11.66
4069,53.18,11.38
4070,47.82,13.68
4071,46.33,14.02
4072,40.62,12.98
4073,31.93,12.24
4074,11.44,12.07
4075,3.31,12.16
4076,-1.66,13.51
4077,-0.4,10.4
4078,-1.35,10.54
4079,-1.2,10.46
4080,3.47,10.68
4081,0.22,14.98
4082,4.26,11.54
4083,4.2,10.12
4084,0.51,12.7
4085,1.93,14.49
4086,-3.99,10.43
4087,3.19,12.06
4088,11.1,11.89
4089,31.15,12.74
4090,40.57,14.35
4091,46.32,10.59
4092,48.95,11.32
4093,45.46,14.61
4094,49.63,13.72
4095,40.69,13.69
4096,37.43,10.1
4097,29.65,11.39
4098,14.21,10.85
4099,-3.64,12.28
4100,4.69,12.34
4101,3.17,13.49
4102,-4.44,12.36
4103,-3.21,13.97
4104,-2.06,13.66
4105,-3.93,10.4
4106,0.25,13.92
4107,2.03,10.86
4108,0.44,14.11
4109,-3.09,11.06
4110,0.27,11.92
4111,1.44,11.6
4112,15.53,14.78
4113,25.51,13.88
4114,33.59,10.41
4115,45.14,12.38
4116,47.98,11.08
4117,49.34,11.37
4118,47.71,13.57
4119,46.01,14.79
4120,34.38,13.39
4121,23.83,14.25
4122,17.91,10.92
4123,-1.29,10.64
4124,2.01,10.92
4125,-0.75,11.02
4126,0.03,10.49
4127,3.24,14.45
4128,4.43,10.87
4129,-0.5,11.66
4130,-2.94,14.57
4131,-3.53,10.89
4132,-1.38,14.35
4133,1.12,14.61
4134,0.52,11.04
4135,-1.73,10.63
4136,18.12,13.5
4137,23.4,14.2
4138,41.32,12.92
4139,43.37,10.94
4140,47.52,11.98
4141,53.67,12.65
4142,44.85,14.9
4143,47.84,10.9
4144,36.16,11.82
4145,30.22,12.78
4146,10.51,11.84
4147,-3.94,10.39
4148,-4.82,13.61
4149,-0.91,10.44
4150,4.78,14.47
4151,-1.23,11.67
4152,2.1,12.0
4153,-1.69,10.93
4154,-0.87,10.04
4155,3.03,10.77
4156,-0.18,14.38
4157,4.26,14.91
4158,3.03,14.02
4159,3.42,11.37
4160,16.2,11.29
4161,25.84,12.36
4162,34.16,10.45
4163,46.84,10.8
4164,53.48,12.25
4165,50.46,13.43
4166,48.41,12.55
4167,47.59,13.73
4168,36.56,12.09
4169,32.76,14.34
4170,18.69,10.3
4171,-3.73,14.93
4172,2.42,10.2
4173,2.69,10.07
4174,4.22,13.04
4175,-4.37,13.63
4176,-4.61,10.86
4177,-2.8,14.39
4178,-3.08,10.97
4179,1.64,10.72
4180,2.72,14.87
4181,-1.26,12.09
4182,2.58,14.84
4183,-1.41,14.72
4184,18.26,11.11
4185,23.09,10.63
4186,34.71,10.08
4187,45.83,14.25
4188,43.9,12.7
4189,54.72,12.37
4190,50.78,11.11
4191,40.19,11.45
4192,38.24,10.61
4193,30.97,14.4
4194,19.26,10.65
4195,1.68,11.63
4196,-2.97,11.41
4197,1.41,10.43
4198,-2.63,10.98
4199,0.39,11.98
4200,3.49,10.5
4201,-1.0,10.43
4202,0.2,14.19
4203,4.04,10.65
4204,4.81,10.24
4205,-0.54,12.65
4206,0.69,10.77
4207,1.31,11.71
4208,18.47,13.43
4209,30.59,11.73
4210,36.79,10.18
4211,47.6,10.11
4212,48.96,14.64
4213,48.69,11.05
4214,49.62,10.93
4215,48.28,10.46
4216,34.02,11.6
4217,26.87,12.47
4218,19.68,14.37
4219,4.78,11.47
4220,-0.28,14.94
4221,1.25,12.76
4222,-0.56,14.74
4223,2.14,12.06
4224,-4.94,13.92
4225,-3.24,12.99
4226,-1.47,13.49
4227,1.88,10.43
4228,4.52,13.13
4229,1.59,11.49
4230,2.69,10.69
4231,0.09,13.87
4232,12.38,14.48
4233,30.15,10.56
4234,41.13,10.17
4235,44.52,13.45
4236,47.09,14.79
4237,51.19,14.0
4238,45.72,12.33
4239,44.57,13.8
4240,32.54,13.58
4241,28.78,11.0
4242,18.47,13.41
4243,-2.36,13.82
4244,3.18,14.57
4245,3.26,10.7
4246,-4.34,10.52
4247,-0.95,13.88
4248,-0.55,10.85
4249,-4.55,14.42
4250,-1.41,13.88
4251,-4.34,12.79
4252,-0.35,10.71
4253,3.4,11.74
4254,-1.06,12.15
4255,-0.84,12.24
4256,15.81,14.02
4257,31.8,12.22
4258,42.42,11.91
4259,48.77,10.83
4260,49.96,14.22
4261,51.59,10.01
4262,43.96,12.51
4263,49.33,11.54
4264,41.15,11.06
4265,28.22,11.2
4266,10.83,13.47
4267,1.82,12.29
4268,-1.62,12.43
4269,-0.27,12.71
4270,-2.62,13.46
4271,4.29,12.3
4272,-3.64,12.1
4273,0.06,12.12
4274,0.6,11.09
4275,0.15,10.59
4276,4.96,11.51
4277,-2.4,14.31
4278,1.81,13.46
4279,3.62,14.8
4280,19.38,11.09
4281,30.89,14.55
4282,37.32,13.11
4283,47.8,13.22
4284,50.73,11.63
4285,52.3,13.65
4286,50.22,11.49
4287,40.41,13.91
4288,40.51,11.4
4289,26.12,13.09
4290,13.09,13.91
4291,-2.68,14.32
4292,-0.12,14.82
4293,0.23,12.82
4294,-1.31,10.63
4295,-0.45,10.68
4296,-3.89,11.16
4297,-3.44,14.2
4298,-2.63,11.61
4299,2.85,11.91
4300,3.73,14.99
4301,0.9,14.12
4302,4.98,11.74
4303,3.66,13.49
4304,18.44,10.67
4305,29.51,14.45
4306,38.92,13.04
4307,40.36,11.07
4308,52.29,14.11
4309,50.7,10.66
4310,53.38,10.54
4311,45.91,12.92
4312,40.14,12.57
4313,27.56,13.68
4314,19.8,14.38
4315,1.03,10.92
4316,3.81,11.97
4317,4.68,11.74
4318,-4.2,14.59
4319,-0.22,13.33
4320,-2.75,12.13
4321,3.08,14.88
4322,-3.83,12.41
4323,2.29,12.59
4324,-4.19,12.28
4325,-4.89,11.36
4326,3.13,13.23
4327,-2.41,13.57
4328,12.56,12.54
4329,26.78,12.56
4330,40.94,10.06
4331,40.76,12.09
4332,44.41,12.69
4333,49.18,11.53
4334,53.6,12.84
4335,39.68,13.3
4336,36.3,10.45
4337,32.42,11.61
4338,11.68,11.21
4339,-3.17,12.24
4340,-2.17,13.37
4341,0.38,14.44
4342,4.15,10.22
4343,3.48,12.15
4344,-1.07,13.0
4345,-2.06,12.96
4346,-4.37,12.94
4347,-4.19,10.73
4348,-3.22,11.63
4349,-4.57,14.2
4350,1.5,13.63
4351,1.49,13.61
4352,13.3,12.35
4353,28.36,13.37
4354,40.11,12.76
4355,40.7,11.48
4356,51.74,13.12
4357,45.02,13.06
4358,45.66,10.88
4359,39.54,12.76
4360,37.09,10.37
4361,31.99,11.25
4362,10.93,14.16
4363,1.37,11.78
4364,-1.87,10.9
4365,4.54,14.4
4366,-1.89,10.41
4367,0.41,12.87
4368,2.28,13.3
4369,2.25,14.96
4370,2.12,13.77
4371,3.17,10.77
4372,-1.79,14.1
4373,0.28,12.38
4374,0.3,11.05
4375,3.96,13.78
4376,13.77,10.71
4377,25.38,12.08
4378,32.64,14.8
4379,44.67,11.4
4380,44.65,14.24
4381,45.73,11.11
4382,52.68,12.92
4383,42.32,13.16
4384,35.92,10.66
4385,23.54,11.06
4386,15.15,12.8
4387,-3.81,11.98
4388,-1.18,12.77
4389,1.65,14.86
4390,1.64,12.8
4391,-3.39,10.94
4392,-2.01,14.02
4393,-3.92,11.96
4394,-4.62,13.49
4395,-2.82,13.47
4396,2.32,12.52
4397,3.72,12.6
4398,2.02,11.42
4399,-4.39,13.93
4400,12.26,12.16
4401,29.75,13.97
4402,39.14,11.49
4403,43.99,15.0
4404,52.21,10.82
4405,48.96,14.45
4406,43.75,10.27
4407,44.82,14.89
4408,42.49,13.89
4409,27.9,13.13
4410,20.14,13.82
4411,4.01,12.0
4412,4.83,10.7
4413,-1.35,12.48
4414,0.95,11.54
4415,-2.16,14.09
4416,-4.51,10.3
4417,-4.97,11.41
4418,-0.42,12.57
4419,-0.45,13.57
4420,2.05,11.28
4421,-1.94,14.71
4422,-2.99,13.04
4423,0.13,14.06
4424,14.46,10.11
4425,22.9,10.99
4426,34.47,13.37
4427,46.89,14.82
4428,46.32,12.34
4429,45.67,10.46
4430,44.81,10.98
4431,43.7,13.58
4432,34.11,13.92
4433,30.94,12.18
4434,13.86,13.67
4435,-3.24,11.13
4436,-1.98,13.55
4437,1.0,12.9
4438,-1.0,13.38
4439,-4.07,12.8
4440,-2.19,14.3
4441,4.51,10.84
4442,3.7,12.43
4443,1.53,14.13
4444,3.13,11.38
4445,-3.79,12.82
4446,-4.3,11.03
4447,-2.72,11.88
4448,15.13,12.54
4449,26.61,12.75
4450,39.8,11.47
4451,48.97,11.41
4452,50.34,10.41
4453,47.31,11.27
4454,46.14,10.28
4455,47.85,12.06
4456,39.85,10.27
4457,27.39,11.79
4458,14.7,13.35
4459,2.8,11.06
4460,1.29,12.54
4461,-4.25,13.94
4462,-0.41,11.84
4463,0.73,13.87
4464,0.97,11.76
4465,2.8,10.96
4466,2.13,10.23
4467,2.25,12.51
4468,3.91,10.15
4469,-2.91,11.13
4470,-2.42,14.18
4471,0.64,14.46
4472,10.84,10.25
4473,28.19,12.93
4474,40.32,11.44
4475,49.24,10.43
4476,51.72,13.62
4477,51.33,14.28
4478,46.65,11.42
4479,46.04,13.49
4480,38.22,12.07
4481,28.05,11.98
4482,11.74,12.35
4483,-4.21,14.11
4484,-3.43,14.14
4485,-3.61,11.52
4486,-4.41,13.47
4487,4.25,14.66
4488,-1.0,10.43
4489,-2.31,13.55
4490,3.46,14.22
4491,-3.16,11.5
4492,1.35,13.3
4493,-0.65,11.86
4494,4.19,11.93
4495,-0.38,10.47
4496,15.44,14.82
4497,29.0,12.27
4498,34.99,11.4
4499,45.62,10.88
4500,48.97,12.83
4501,52.72,11.31
4502,49.47,14.16
4503,45.96,12.96
4504,34.28,11.71
4505,24.01,10.07
4506,20.04,10.34
4507,3.55,13.89
4508,-4.45,10.97
4509,0.43,13.18
4510,-2.84,12.4
4511,-4.57,11.05
4512,1.62,14.76
4513,-3.2,13.68
4514,1.96,10.69
4515,-3.72,13.74
4516,1.46,10.18
4517,3.93,13.05
4518,-0.23,13.76
4519,-4.5,10.41
4520,17.17,12.21
4521,30.74,11.99
4522,36.29,13.64
4523,46.92,11.07
4524,48.03,10.67
4525,51.58,14.73
4526,52.04,10.06
4527,46.31,14.25
4528,36.94,10.68
4529,27.88,10.87
4530,13.98,12.65
4531,-2.63,13.93
4532,-3.61,12.22
4533,-0.81,14.73
4534,-4.06,11.09
4535,-2.75,12.26
4536,-1.18,12.16
4537,4.67,11.62
4538,-1.6,11.38
4539,-4.1,14.65
4540,0.89,13.83
4541,-0.36,13.87
4542,-2.71,13.18
4543,-3.06,13.39
4544,10.64,10.73
4545,30.77,12.04
4546,33.66,14.75
4547,42.75,10.81
4548,48.26,13.83
4549,49.08,10.34
4550,48.17,12.42
4551,44.68,13.99
4552,33.63,10.43
4553,30.27,12.77
4554,15.49,13.82
4555,-3.45,10.65
4556,1.75,14.18
4557,-1.13,13.83
4558,-3.91,12.83
4559,-3.0,10.94
4560,-1.87,11.45
4561,0.17,11.76
4562,-3.48,11.76
4563,-0.28,10.97
4564,-3.57,10.91
4565,-3.13,10.08
4566,4.18,10.76
4567,-2.14,12.69
4568,20.12,11.16
4569,30.37,12.24
4570,35.06,13.27
4571,44.65,12.52
4572,52.52,12.87
4573,47.51,12.92
4574,52.0,12.46
4575,43.98,14.51
4576,33.64,11.62
4577,27.55,12.04
4578,17.56,10.83
4579,-0.44,12.92
4580,0.16,14.16
4581,2.73,13.05
4582,-4.96,12.98
4583,2.57,13.55
4584,1.26,11.08
4585,-1.48,13.47
4586,-3.22,10.4
4587,1.17,10.02
4588,3.54,12.7
4589,-1.54,14.96
4590,3.76,13.28
4591,-1.31,10.74
4592,12.72,13.9
4593,24.55,12.12
4594,35.76,10.08
4595,44.55,11.66
4596,51.82,14.61
4597,53.51,12.53
4598,48.04,12.78
4599,43.07,13.06
4600,33.35,11.87
4601,30.16,11.19
4602,15.11,13.51
4603,-2.79,14.76
4604,0.52,14.73
4605,3.54,14.81
4606,0.1,12.62
4607,-4.16,11.08
4608,-2.84,12.88
4609,-1.16,10.88
4610,-4.54,13.8
4611,2.22,14.4
4612,-2.2,11.85
4613,1.87,14.77
4614,2.85,11.05
4615,4.46,14.12
4616,11.53,14.56
4617,29.92,10.65
4618,34.77,14.3
4619,46.76,12.09
4620,44.34,14.81
4621,54.56,12.79
4622,53.59,11.38
4623,43.2,13.93
4624,37.58,11.64
4625,28.86,14.62
4626,18.34,12.95
4627,2.89,14.43
4628,0.46,12.28
4629,-2.75,13.7
4630,3.39,11.62
4631,-0.66,14.43
4632,-0.72,13.29
4633,-1.81,12.98
4634,2.46,14.04
4635,3.2,14.2
4636,-3.53,11.12
4637,-2.82,13.34
4638,4.59,12.11
4639,-4.61,11.39
4640,19.87,11.67
4641,27.77,10.23
4642,34.51,11.79
4643,46.97,13.7
4644,52.04,14.9
4645,46.42,11.16
4646,50.14,10.37
4647,43.9,14.96
4648,33.42,11.95
4649,24.89,14.55
4650,20.1,13.75
4651,4.15,14.91
4652,-0.1,12.47
4653,-2.83,14.81
4654,-3.14,14.18
4655,-2.58,14.21
4656,-3.22,12.58
4657,-3.27,14.17
4658,1.75,13.98
4659,-3.19,10.22
4660,-1.77,14.41
4661,3.55,12.2
4662,-2.13,10.61
4663,4.59,10.57
4664,19.3,10.11
4665,27.99,12.07
4666,34.09,11.84
4667,46.19,11.21
4668,49.26,14.95
4669,48.54,12.2
4670,53.37,13.81
4671,47.59,10.74
4672,40.63,12.79
4673,23.81,10.25
4674,19.26,11.11
4675,0.52,13.09
4676,3.33,14.85
4677,0.29,14.42
4678,-1.16,11.6
4679,4.34,13.62
4680,4.59,10.75
4681,-3.42,13.1
4682,-0.1,14.35
4683,-4.59,13.41
4684,-0.15,13.81
4685,-2.97,13.05
4686,0.45,14.83
4687,-0.07,14.17
4688,11.35,11.93
4689,31.59,14.81
4690,42.21,12.62
4691,46.59,12.67
4692,49.72,14.93
4693,48.52,10.67
4694,50.17,13.05
4695,43.85,11.58
4696,33.23,12.52
4697,23.35,14.67
4698,14.28,10.26
4699,3.54,14.79
4700,-0.56,10.49
4701,1.46,11.88
4702,3.5,10.03
4703,3.65,14.03
4704,-3.57,10.29
4705,-3.27,11.53
4706,-1.67,13.15
4707,-4.52,10.38
4708,-2.43,11.7
4709,-1.27,10.39
4710,-2.6,11.78
4711,0.17,10.38
4712,16.23,12.13
4713,25.26,13.93
4714,41.09,10.39
4715,47.08,14.25
4716,47.58,13.59
4717,46.78,12.48
4718,46.97,13.47
4719,46.15,11.09
4720,37.41,12.77
4721,29.78,10.12
4722,17.13,10.91
4723,-1.18,12.14
4724,3.39,14.81
4725,-1.56,14.47
4726,-3.01,11.7
4727,-2.81,13.54
4728,-0.47,11.21
4729,2.09,13.85
4730,3.45,14.25
4731,3.97,14.02
4732,-4.9,12.22
4733,-0.63,10.89
4734,1.95,10.05
4735,1.71,14.88
4736,13.68,10.37
4737,23.56,14.89
4738,39.67,10.49
4739,42.78,10.41
4740,48.18,12.64
4741,50.8,10.88
4742,51.95,12.58
4743,47.89,12.04
4744,37.98,12.68
4745,32.52,13.41
4746,14.15,12.14
4747,-2.3,14.56
4748,-1.94,10.75
4749,0.97,12.32
4750,-1.55,11.04
4751,-3.69,10.52
4752,-4.73,11.79
4753,3.29,10.43
4754,-4.01,11.11
4755,1.56,11.18
4756,-1.61,12.37
4757,-1.44,11.83
4758,2.68,10.41
4759,-4.51,11.14
4760,17.58,12.82
4761,24.43,10.27
4762,34.64,14.74
4763,40.86,14.1
4764,46.42,12.87
4765,47.06,13.76
4766,51.29,11.57
4767,42.5,13.38
4768,35.79,13.12
4769,32.29,12.88
4770,17.4,13.95
4771,-0.22,11.73
4772,-3.56,14.64
4773,-1.78,10.46
4774,0.28,11.06
4775,2.38,13.14
4776,3.53,11.12
4777,-3.52,11.64
4778,-4.81,10.95
4779,-4.93,13.66
4780,-2.5,13.15
4781,2.97,11.26
4782,4.96,12.06
4783,-4.53,13.72
4784,15.79,14.47
4785,24.02,12.88
4786,42.19,11.41
4787,47.59,10.79
4788,49.14,12.56
4789,52.94,10.83
4790,49.77,13.43
4791,44.94,14.21
4792,39.07,13.7
4793,24.31,10.66
4794,17.18,12.74
4795,-1.07,12.89
4796,-4.5,12.75
4797,-1.83,11.2
4798,2.64,10.56
4799,1.73,13.19
4800,-4.12,11.77
4801,4.25,11.64
4802,-3.16,10.93
4803,0.96,13.76
4804,-3.64,10.39
4805,1.27,11.48
4806,2.16,11.61
4807,3.56,13.88
4808,11.94,13.89
4809,27.25,11.42
4810,41.43,11.0
4811,40.48,13.18
4812,46.13,13.13
4813,53.98,10.59
4814,45.44,13.68
4815,40.8,13.7
4816,33.45,14.74
4817,22.8,11.21
4818,12.51,12.38
4819,2.87,13.99
4820,-1.95,11.06
4821,4.87,12.0
4822,4.92,11.82
4823,-2.92,11.29
4824,4.4,12.18
4825,0.45,13.52
4826,3.72,12.48
4827,-0.96,10.14
4828,-0.16,10.11
4829,3.51,14.23
4830,-1.93,11.35
4831,-4.46,14.82
4832,19.47,10.94
4833,30.72,10.87
4834,39.58,14.97
4835,39.69,12.93
4836,48.89,12.41
4837,48.74,10.36
4838,46.2,13.53
4839,45.47,14.07
4840,36.85,12.8
4841,32.28,11.78
4842,11.2,10.13
4843,4.33,13.42
4844,2.56,14.07
4845,-1.67,14.23
4846,-4.96,12.96
4847,-0.21,10.11
4848,0.5,10.82
4849,3.12,14.95
4850,-4.21,13.91
4851,0.22,12.63
4852,0.68,11.42
4853,-2.38,13.76
4854,3.24,11.11
4855,-0.72,14.37
4856,16.58,13.85
4857,31.17,10.89
4858,33.96,11.46
4859,49.02,11.17
4860,53.46,12.53
4861,53.43,14.93
4862,45.77,14.36
4863,49.39,14.54
4864,37.13,11.98
4865,23.07,14.64
4866,15.44,11.38
4867,4.98,12.15
4868,-1.15,13.74
4869,-0.67,10.63
4870,2.33,11.93
4871,3.77,13.57
4872,-4.43,10.43
4873,-0.72,14.83
4874,3.05,10.4
4875,-4.59,10.26
4876,-2.03,14.04
4877,-1.64,14.44
4878,-3.39,14.86
4879,1.87,11.68
4880,17.21,11.54
4881,26.87,14.28
4882,40.16,12.74
4883,39.56,12.37
4884,48.5,10.49
4885,51.49,12.37
4886,46.37,14.37
4887,45.11,10.54
4888,41.71,10.19
4889,25.06,12.06
4890,15.42,11.08
4891,4.91,10.25
4892,-0.78,14.21
4893,-1.96,12.62
4894,0.99,14.24
4895,-1.62,13.42
4896,-4.09,13.14
4897,-1.26,12.64
4898,0.48,11.79
4899,3.75,11.14
4900,-0.21,13.6
4901,-4.76,10.17
4902,-3.81,12.78
4903,-4.74,10.61
4904,13.84,13.86
4905,28.63,12.33
4906,33.97,12.27
4907,42.62,10.46
4908,46.16,11.63
4909,54.23,11.82
4910,53.39,13.3
4911,39.49,10.66
4912,40.37,13.51
4913,28.98,11.82
4914,18.81,14.61
4915,3.17,11.92
4916,1.57,10.69
4917,-3.41,11.36
4918,-4.98,10.79
4919,3.61,10.53
4920,-3.21,14.89
4921,4.99,13.23
4922,3.19,12.81
4923,-0.41,10.67
4924,-3.98,11.24
4925,-3.67,11.9
4926,1.39,13.84
4927,4.68,14.19
4928,14.39,10.71
4929,26.89,13.63
4930,33.0,11.53
4931,46.25,12.44
4932,48.73,11.66
4933,49.03,13.04
4934,44.63,12.04
4935,40.26,12.31
4936,35.23,11.59
4937,28.96,14.77
4938,19.04,12.55
4939,-4.48,10.95
4940,4.72,11.01
4941,2.62,14.11
4942,-1.75,14.0
4943,1.37,11.03
4944,1.26,11.55
4945,2.96,11.71
4946,1.61,12.77
4947,0.23,13.95
4948,4.35,14.69
4949,2.81,13.79
4950,1.68,12.7
4951,-0.44,11.04
4952,16.41,14.07
4953,29.99,13.43
4954,37.0,12.7
4955,40.82,12.95
4956,53.15,14.95
4957,49.66,14.8
4958,47.43,12.31
4959,49.0,10.59
4960,41.01,11.19
4961,29.31,14.0
4962,16.1,14.01
4963,-4.47,14.29
4964,-0.22,11.99
4965,-3.11,13.67
4966,3.94,14.57
4967,-2.53,13.09
4968,-4.93,13.35
4969,0.97,11.49
4970,-2.09,13.3
4971,1.11,14.57
4972,3.41,11.35
4973,-1.76,13.54
4974,-2.28,13.99
4975,-3.45,14.89
4976,19.91,14.61
4977,26.16,10.39
4978,33.15,14.01
4979,40.27,14.46
4980,46.63,14.55
4981,48.74,10.59
4982,53.29,10.08
4983,42.35,14.5
4984,36.18,12.44
4985,26.0,12.8
4986,14.79,10.58
4987,0.47,11.32
4988,1.13,12.19
4989,-2.9,10.57
4990,-2.84,10.77
4991,-4.02,11.2
4992,-0.23,14.57
4993,-4.85,12.1
4994,-0.63,12.65
4995,-0.85,12.58
4996,-2.95,13.85
4997,3.23,13.61
4998,4.75,14.96
4999,2.06,13.85
5000,13.93,10.01
5001,26.59,14.56
5002,39.33,13.79
5003,40.5,10.82
5004,47.83,12.78
5005,49.48,11.13
5006,51.94,12.47
5007,49.32,11.53
5008,32.68,11.71
5009,27.39,12.08
5010,11.97,13.56
5011,-4.27,10.62
5012,1.96,11.66
5013,-1.87,10.85
5014,-3.06,10.92
5015,-4.92,14.58
5016,-4.71,10.87
5017,-3.23,12.83
5018,2.22,13.22
5019,0.25,10.85
5020,-4.61,13.46
5021,-2.05,12.33
5022,-1.71,13.21
5023,-1.78,11.35
5024,14.62,11.84
5025,31.94,13.83
5026,39.2,10.49
5027,42.33,11.43
5028,47.48,13.52
5029,50.49,11.96
5030,52.53,14.74
5031,42.5,12.94
5032,38.5,11.16
5033,27.06,13.57
5034,19.95,10.01
5035,-3.44,13.13
5036,4.17,11.03
5037,-0.64,13.96
5038,-0.57,13.6
5039,-3.82,14.93
5040,-1.32,13.7
5041,2.34,13.16
5042,1.13,11.01
5043,-0.27,12.28
5044,-3.7,11.01
5045,-3.29,14.97
5046,3.24,12.24
